,name,rating,reviews,salaries,jobs,ctypes,rated_for
2463,SHARE Microfin,4.1,274,547,2,Financial Services | 501-1k Employees | 34 years old | Hyderabad/Secunderabad +108 more,"Company Culture, Skill Development / Learning, Work Life Balance"
2464,Jupiter Hospital,4.0,274,1.3k,9,Healthcare | 1k-5k Employees | 16 years old | Thane +6 more,"Job Security, Skill Development / Learning"
2465,Roca Bathroom Products,3.8,274,1.4k,--,Building Material | 1k-5k Employees | 17 years old | Municipality of GavÃ +45 more,
2466,Sakthi Auto Components,3.1,274,1.3k,--,Auto Components | 501-1k Employees | Public | 40 years old | Coimbatore +11 more,"Promotions / Appraisal, Salary & Benefits, Company Culture"
2467,FiveS Digital,3.2,274,1k,11,BPO | 501-1k Employees | 14 years old | Udaipur +17 more,"Promotions / Appraisal, Job Security, Salary & Benefits"
2468,Padget Electronics,3.8,273,4.6k,--,Industrial Machinery | 501-1k Employees | Noida +5 more,Skill Development / Learning
2469,Hewlett Packard Globalsoft,4.0,273,1.3k,1,Bengaluru/Bangalore +6 more,"Work Life Balance, Company Culture, Job Security"
2470,Tagros Chemicals,3.6,273,1.6k,--,Agro Chemicals | 51-200 Employees | 19 years old | Chennai +6 more,
2471,VKC Group,3.8,273,1.6k,--,Fashion & Textile | 1k-5k Employees | 39 years old | Calicut/Kozhikode +36 more,
2472,Merck,4.3,272,2k,2,Pharma | 1k-5k Employees | 132 years old | Rahway +40 more,"Work Life Balance, Job Security, Company Culture"
2473,Landis+Gyr,3.8,272,2.3k,16,Electrical Equipment | 1k-5k Employees | Public | 127 years old | Zug +10 more,"Work Life Balance, Company Culture"
2474,OnProcess Technology,3.7,272,1.1k,4,Software Product | 501-1k Employees | 25 years old | Ashland +2 more,
2475,Stellar Value Chain Solutions,3.4,272,1.5k,4,Logistics | 1k-5k Employees | 7 years old | Mumbai +33 more,Promotions / Appraisal
2476,CMR Green Technologies,3.9,272,1.1k,27,Metals & Mining | 1k-5k Employees | Public | 17 years old | Faridabad +22 more,Skill Development / Learning
2477,Bonfiglioli Transmissions Private Limited,3.8,272,1.5k,7,Industrial Machinery | 501-1k Employees | 67 years old | Lippo di Calderara di Reno +13 more,Job Security
2478,Apex Laboratories,3.9,272,1.5k,4,Pharma | 1k-5k Employees | 45 years old | Chennai +44 more,"Job Security, Work Life Balance, Company Culture"
2479,Transguard Group,3.9,272,542,--,Law Enforcement & Security | 501-1k Employees | 22 years old | Dubai +21 more,"Skill Development / Learning, Job Security, Work Satisfaction"
2480,Stellar Value Chain Solutions,3.4,272,1.5k,4,Logistics | 1k-5k Employees | 7 years old | Mumbai +33 more,Promotions / Appraisal
2481,Kellogg Brown and Root,4.1,272,1.4k,29,Defence & Aerospace | 501-1k Employees | Public | 25 years old | Houston +22 more,"Work Life Balance, Company Culture, Work Satisfaction"
2482,Puravankara,3.7,272,1.6k,12,Real Estate | 501-1k Employees | Public | 48 years old | Bangalore/Bengaluru +12 more,
2483,Bajaj Consumer Care,4.0,272,1.1k,1,FMCG | 201-500 Employees | Public | 93 years old | Mumbai +67 more,Salary & Benefits
2484,Karvy Innotech,3.0,272,2.2k,1,IT Services & Consulting | 51-200 Employees | Public | 11 years old | Hyderabad/Secunderabad +36 more,"Promotions / Appraisal, Salary & Benefits, Company Culture"
2485,Bharat Seats,3.7,271,1.4k,2,Auto Components | 201-500 Employees | Public | 37 years old | Gurgaon/Gurugram +11 more,
2486,Capital Trust,3.8,271,1k,--,NBFC | 201-500 Employees | Public | 37 years old | Delhi/NCR +73 more,
2487,Airtel DTH Services,4.2,271,1.1k,--,Telecom | 5k-10k Employees | 15 years old | Gurgaon +91 more,"Skill Development / Learning, Company Culture, Work Life Balance"
2488,Victora Tool Engineers,4.0,271,1.5k,--,Auto Components | 1k-5k Employees | 51 years old | Faridabad +7 more,Skill Development / Learning
2489,Kelly Services,4.2,271,1.6k,84,Recruitment | 201-500 Employees | 77 years old | Troy +34 more,"Company Culture, Work Life Balance, Work Satisfaction"
2490,AVAYA,3.9,271,2.4k,88,Software Product | 1k-5k Employees | 23 years old | Durham +13 more,"Work Life Balance, Company Culture"
2491,Rail Vikas Nigam,3.1,271,897,--,FMCG | 501-1k Employees | Fortune India 500 | 20 years old | Delhi/NCR +58 more,"Job Security, Promotions / Appraisal, Company Culture"
2492,African Industries,4.2,271,726,25,Metals & Mining | 201-500 Employees | 52 years old | Lagos +7 more,"Job Security, Work Life Balance, Work Satisfaction"
2493,Roop Automotives,4.3,271,1.3k,--,Auto Components | 201-500 Employees | 33 years old | Gurgaon/Gurugram +7 more,"Skill Development / Learning, Job Security, Company Culture"
2494,Gyan Dairy,4.0,271,1.1k,9,Food Processing | 201-500 Employees | 16 years old | Lucknow +24 more,Skill Development / Learning
2495,Loadshare Networks,3.5,271,1.3k,10,Logistics | 501-1k Employees | Startup | 6 years old | Bangalore +44 more,
2496,ReSource Pro,4.1,271,1.2k,12,Management Consulting | 501-1k Employees | 20 years old | Bangalore/Bengaluru +3 more,"Company Culture, Salary & Benefits, Skill Development / Learning"
2497,Kirby Building Systems,3.9,271,1.4k,12,Engineering & Construction | 501-1k Employees | 25 years old | Kuwait City +25 more,Job Security
2498,TCG Lifesciences,4.0,270,1.1k,--,Pharma | 1k-5k Employees | Public | 22 years old | Kolkata +6 more,"Job Security, Work Life Balance, Company Culture"
2499,Eurofins It Solutions,3.1,270,2.6k,64,IT Services & Consulting | 1k-5k Employees | 11 years old | Bangalore/Bengaluru +4 more,Promotions / Appraisal
2500,Ranbaxy,4.4,270,545,--,Pharma | 10k-50k Employees | Public | 62 years old | GURGAON +51 more,"Job Security, Salary & Benefits, Promotions / Appraisal"
2501,Tata BlueScope Steel,3.8,270,1.2k,3,Iron & Steel | 501-1k Employees | 21 years old | Pune +26 more,"Job Security, Work Life Balance"
2502,Zara,3.6,270,796,--,Fashion & Textile | 1k-5k Employees | 49 years old | Â Arteixo +20 more,
2503,Holcim,3.5,270,1.9k,16,Building Material | 1k-5k Employees | Forbes Global 2000 | 111 years old | Grafenauweg +27 more,
2504,World Vision,4.5,270,713,--,Non-Profit | 1k-5k Employees | 73 years old | Monrovia +80 more,"Skill Development / Learning, Work Satisfaction, Company Culture"
2505,Gujarat Ambuja Exports,3.7,270,1.3k,2,Agro Chemicals | 1k-5k Employees | Public | 32 years old | Ahmedabad +26 more,
2506,Madina Group,4.5,270,560,--,Oil & Gas | 201-500 Employees | 26 years old | Doha +17 more,"Skill Development / Learning, Work Satisfaction, Work Life Balance"
2507,Fossil Group,3.7,270,1.5k,--,Fashion & Textile | 501-1k Employees | 39 years old | Richardson +29 more,
2508,Gammon Engineers And Contractors,3.8,270,1.4k,--,Engineering & Construction | 201-500 Employees | 101 years old | Mumbai +34 more,"Skill Development / Learning, Work Life Balance"
2509,SBI Mutual Fund,3.9,270,1.4k,33,Financial Services | 1k-5k Employees | 36 years old | Mumbai +102 more,Job Security
2510,Tata Toyo Radiator,3.6,269,1.4k,--,Auto Components | 201-500 Employees | 25 years old | Pune +8 more,Job Security
2511,Aludecor Lamination,4.0,269,1.4k,19,Architecture & Interior Design | 201-500 Employees | 19 years old | Kolkata +32 more,"Skill Development / Learning, Work Life Balance, Salary & Benefits"
2512,Jindal Aluminium,3.9,269,1.4k,14,Metals & Mining | 5k-10k Employees | Public | 55 years old | Bangalore/Bengaluru +9 more,Salary & Benefits
2513,Mjunction Services,4.1,269,1.7k,3,IT Services & Consulting | 1k-5k Employees | 22 years old | Kolkata +19 more,"Work Life Balance, Job Security, Company Culture"
2514,DEN Networks,3.8,269,1.5k,--,Media & Entertainment | 1k-5k Employees | Public | 16 years old | Delhi +38 more,
2515,Entrata,4.0,269,2.4k,--,Software Product | 501-1k Employees | 20 years old | Provo +1 more,"Company Culture, Work Life Balance, Job Security"
2516,Yamaha Motor India Sales,3.9,269,986,--,Automobile | 10k-50k Employees | 38 years old | Gautam Buddh Nagar +51 more,
2517,Tirumala Milk Products,4.1,269,1.1k,14,Food Processing | 201-500 Employees | 27 years old | Chennai +37 more,"Skill Development / Learning, Work Life Balance, Salary & Benefits"
2518,Jockey,4.3,268,1.3k,--,Fashion & Textile | 10k-50k Employees | 147 years old | Kenosha +87 more,"Skill Development / Learning, Work Satisfaction, Work Life Balance"
2519,Hanon Systems,4.1,268,1.6k,--,Auto Components | 501-1k Employees | 37 years old | Daejeon +13 more,"Company Culture, Work Life Balance, Job Security"
2520,Intellipaat Software Solutions,3.2,268,1.1k,57,EdTech | 201-500 Employees | 12 years old | Jaipur +7 more,Job Security
2521,Top Office Pros Business Services,4.9,268,76,--,Logistics | 11-50 Employees | Pune +5 more,"Work Life Balance, Work Satisfaction, Company Culture"
2522,IPE Global,4.0,267,1.1k,5,Management Consulting | 1k-5k Employees | Public | 25 years old | New Delhi +69 more,"Work Life Balance, Work Satisfaction"
2523,Rosmerta Technologies,3.1,267,1.5k,16,Printing & Publishing | 1k-5k Employees | 17 years old | Gurgaon +51 more,"Promotions / Appraisal, Job Security, Salary & Benefits"
2524,SPML Infra,3.5,267,955,--,Engineering & Construction | 201-500 Employees | Public | 42 years old | Delhi/NCR +44 more,
2525,HyperCITY,4.3,267,540,--,Retail | 501-1k Employees | 19 years old | Mumbai +21 more,"Company Culture, Skill Development / Learning, Work Satisfaction"
2526,Astra Microwave Products,3.8,267,1.7k,--,Hardware & Networking | 51-200 Employees | Public | 32 years old | Hyderabad/Secunderabad +12 more,Job Security
2527,Owens Corning,3.9,267,1.6k,3,Building Material | 1k-5k Employees | 85 years old | Toledo +8 more,Job Security
2528,Polestar Solutions & Services India,4.3,267,780,33,IT Services & Consulting | 201-500 Employees | Startup | 11 years old | Noida +7 more,"Promotions / Appraisal, Skill Development / Learning, Work Life Balance"
2529,Caresoft Global,3.5,267,2.6k,13,IT Services & Consulting | 1k-5k Employees | 17 years old | Detroit +8 more,
2530,Vidal Health Insurance,3.9,267,1.3k,--,Insurance | 201-500 Employees | Bangalore +22 more,"Job Security, Work Life Balance"
2531,MDC Group of Companies,4.9,267,101,3,Pharma | 11-50 Employees (Global) | Muscat +3 more,"Work Life Balance, Skill Development / Learning, Salary & Benefits"
2532,Bonace Engineers,3.8,267,994,--,Recruitment | 201-500 Employees | 28 years old | Mumbai +31 more,
2533,Piramal Swasthya,4.0,267,929,4,Healthcare | 10k-50k Employees | 16 years old | Hyderabad/Secunderabad +46 more,"Work Life Balance, Company Culture, Skill Development / Learning"
2534,Tuaman Engineering,3.9,267,1.2k,--,Engineering & Construction | 501-1k Employees | 18 years old | Kolkata +21 more,Salary & Benefits
2535,Ksb Pumps,3.9,267,1.1k,30,Industrial Machinery | 1k-5k Employees | 63 years old | Pune +29 more,"Job Security, Skill Development / Learning, Company Culture"
2536,ExportersIndia,4.8,267,137,10,IT Services & Consulting | 1k-5k Employees | 26 years old | New Delhi +1 more,"Company Culture, Job Security, Promotions / Appraisal"
2537,Amrit Cement,3.8,267,1.1k,7,Building Material | 501-1k Employees | 15 years old | Kolkata +18 more,
2538,LogixHealth,3.7,267,1.5k,7,IT Services & Consulting | 501-1k Employees | 33 years old | Bedford +6 more,Job Security
2539,P.D. Hinduja National Hospital and Medical Research Centre,3.8,266,5.7k,13,Healthcare | 1k-5k Employees | 72 years old | Mumbai +7 more,Job Security
2540,R.V.R. PROJECTS,3.9,266,1k,15,Engineering & Construction | 51-200 Employees | 47 years old | Visakhapatnam/Vizag +32 more,Salary & Benefits
2541,Bharat Bijlee,4.2,266,1.4k,1,Electrical Equipment | 501-1k Employees | Public | 77 years old | Mumbai +16 more,"Job Security, Work Life Balance, Company Culture"
2542,Pranav Vikas India,3.8,266,1.3k,--,201-500 Employees | 36 years old | Delhi/NCR +7 more,
2543,Tally Solutions,4.4,266,2.1k,21,Software Product | 1k-5k Employees | 37 years old | Bangalore/Bengaluru +51 more,"Company Culture, Work Life Balance, Job Security"
2544,Aculife Healthcare,3.7,266,1.3k,5,Pharma | 1k-5k Employees | 9 years old | Ahmedabad +23 more,
2545,myGate,3.3,266,2k,96,Law Enforcement & Security | 1k-5k Employees | Startup | 7 years old | Bangalore +17 more,"Job Security, Promotions / Appraisal, Work Life Balance"
2546,Apisero,4.3,266,2.1k,24,IT Services & Consulting | 1k-5k Employees | 7 years old | Chandler +9 more,"Company Culture, Job Security, Skill Development / Learning"
2547,Techwave Consulting,3.8,266,2.8k,55,IT Services & Consulting | 1k-5k Employees | 19 years old | Houston +3 more,Job Security
2548,Synergies Castings,4.1,265,779,--,Industrial Machinery | 51-200 Employees | Public | 24 years old | Visakhapatnam/Vizag +3 more,"Job Security, Skill Development / Learning, Work Satisfaction"
2549,Sheraton Hotels and Resorts,4.1,265,819,--,Hospitality | 10k-50k Employees | 28 years old | Bethesda +21 more,"Job Security, Company Culture, Skill Development / Learning"
2550,Ashiana Housing,4.1,265,1.3k,20,Real Estate | 501-1k Employees | Public | 44 years old | Delhi/NCR +16 more,"Skill Development / Learning, Job Security, Company Culture"
2551,Avineon India,3.8,265,1.3k,8,IT Services & Consulting | 1k-5k Employees | 25 years old | Mc Lean +6 more,
2552,Healthcare At Home,3.7,265,1.2k,50,Healthcare | 1k-5k Employees | Startup | 11 years old | Noida +28 more,
2553,Maxxis Rubber,3.3,265,1.9k,3,Auto Components | 51-200 Employees | 8 years old | Ahmedabad +14 more,Promotions / Appraisal
2554,Orient Bell,3.8,264,1.3k,1,Building Material | 501-1k Employees | Public | 46 years old | Delhi/NCR +54 more,
2555,National Organic Chemical Industries,4.0,264,1.6k,--,Chemicals | 51-200 Employees | Public | 48 years old | Mumbai +11 more,"Job Security, Work Life Balance, Company Culture"
2556,Osource India,3.0,264,1.7k,21,IT Services & Consulting | 201-500 Employees | 19 years old | Noida +19 more,"Salary & Benefits, Promotions / Appraisal, Work Satisfaction"
2557,Bengal Beverages,3.2,264,1.1k,5,Beverage | 501-1k Employees | 28 years old | Dankuni +8 more,"Promotions / Appraisal, Company Culture, Work Satisfaction"
2558,Carl Zeiss,3.9,264,1.9k,30,Semiconductors | 501-1k Employees | 14 years old |  Stuttgart +28 more,
2559,Deenanath Mangeshkar Hospital,4.2,264,934,--,Healthcare | 11-50 Employees | 22 years old | Pune +7 more,"Job Security, Skill Development / Learning, Company Culture"
2560,Bengal Beverages,3.2,264,1.1k,5,Beverage | 501-1k Employees | 28 years old | Dankuni +8 more,"Promotions / Appraisal, Company Culture, Work Satisfaction"
2561,Osource India,3.0,264,1.7k,21,IT Services & Consulting | 201-500 Employees | 19 years old | Noida +19 more,"Salary & Benefits, Promotions / Appraisal, Work Satisfaction"
2562,Aptiv Components India Private,4.1,264,2.1k,3,Auto Components | 1k-5k Employees | 28 years old | Dublin 2 +15 more,"Job Security, Salary & Benefits, Company Culture"
2563,1K Networks,3.1,264,1.1k,95,Retail | 1k-5k Employees | 5 years old | Gurgaon +19 more,"Job Security, Promotions / Appraisal"
2564,Buhler,4.0,263,1.5k,1,Industrial Machinery | 501-1k Employees | 163 years old | Uzwil +20 more,"Job Security, Work Life Balance, Skill Development / Learning"
2565,Gokaldas Exports,4.0,263,1.5k,9,Fashion & Textile | 10k-50k Employees | Public | 44 years old | Bangalore/Bengaluru +16 more,"Job Security, Company Culture, Skill Development / Learning"
2566,American Axle & Manufacturing,4.3,263,1.4k,--,Auto Components | 501-1k Employees | 29 years old | Detroit +10 more,"Company Culture, Work Life Balance, Salary & Benefits"
2567,Indian Overseas Bank,3.5,263,1k,--,Banking | 10k-50k Employees | Fortune India 500 | 86 years old | Chennai +68 more,Job Security
2568,Asian Granito India,3.8,263,1.5k,--,Building Material | 1k-5k Employees | Public | 23 years old | Ahmedabad +43 more,
2569,ESDS Software Solutions,4.1,263,2.2k,1,IT Services & Consulting | 201-500 Employees | 18 years old | Nashik +12 more,"Work Life Balance, Job Security, Skill Development / Learning"
2570,Impact Guru,4.2,263,901,258,Internet | 501-1k Employees | Startup | 9 years old | Mumbai +11 more,"Company Culture, Work Life Balance, Skill Development / Learning"
2571,Mantra Technologies,3.8,262,629,32,IT Services & Consulting | 201-500 Employees | 19 years old | Hyderabad/Secunderabad +9 more,"Skill Development / Learning, Company Culture"
2572,Aizant Drug Research Solutions,3.8,262,1.3k,11,Clinical Research | 501-1k Employees | 18 years old | Hyderabad/Secunderabad +2 more,"Skill Development / Learning, Work Satisfaction"
2573,BCD Travel,4.0,262,1.6k,--,Travel & Tourism | 1k-5k Employees | 17 years old | Utrecht +10 more,"Company Culture, Work Life Balance, Work Satisfaction"
2574,LT Foods,4.2,262,1.3k,1,FMCG | 201-500 Employees | Public | 33 years old | Gurgaon/Gurugram +39 more,"Job Security, Work Life Balance, Company Culture"
2575,Bharat Aluminium Company (BALCO),4.1,262,1.6k,--,Metals & Mining | 1k-5k Employees | 58 years old | Delhi/NCR +10 more,"Salary & Benefits, Skill Development / Learning, Company Culture"
2576,Creative Synergies Group,3.7,262,1.4k,28,IT Services & Consulting | 501-1k Employees | 12 years old | Okemos (MI) +2 more,"Company Culture, Work Life Balance"
2577,Ascent Business Solutions,3.4,262,1.6k,16,IT Services & Consulting | 501-1k Employees | 22 years old | Roseland +12 more,Salary & Benefits
2578,Kharafi National,4.1,262,468,--,Engineering & Construction | 201-500 Employees | 47 years old | Cairo +17 more,"Work Satisfaction, Job Security, Company Culture"
2579,Jsw Energy,4.2,262,1.8k,--,Power | 501-1k Employees | Public | 29 years old | Mumbai +33 more,"Skill Development / Learning, Job Security, Company Culture"
