,name,rating,reviews,salaries,jobs,ctypes,rated_for
9129,Andhra Pradesh State Road Transport Corporation,4.2,73,244,--,Urban Transport | State | 65 years old | Vijayawada +18 more,"Skill Development / Learning, Company Culture, Work Life Balance"
9130,Merit Group,3.7,73,532,8,IT Services & Consulting | 501-1k Employees | 20 years old | London +3 more,
9131,Suhail Bahwan Group,3.9,73,298,--,Management Consulting | 1k-5k Employees | 58 years old | Muscat +10 more,Job Security
9132,U&D Square Solutions,3.5,73,327,--,IT Services & Consulting | 51-200 Employees | 22 years old | Pune +2 more,
9133,Xpitax Solutions,4.2,73,351,--,Accounting & Auditing | 11-50 Employees | 17 years old | Chennai +2 more,"Job Security, Work Life Balance, Skill Development / Learning"
9134,Samsung Semiconductor,3.7,73,609,6,11-50 Employees | 40 years old | San Jose +3 more,"Job Security, Salary & Benefits"
9135,Guardian Lifecare,4.2,73,338,--,Pharma | 201-500 Employees (Global) | 20 years old | Mumbai +13 more,"Job Security, Work Life Balance, Company Culture"
9136,Supreme Petrochem,3.8,73,583,--,Chemicals | 201-500 Employees | Public | 30 years old | Mumbai +5 more,"Job Security, Skill Development / Learning"
9137,Bigtree Entertainment,4.2,73,641,1,Internet | 201-500 Employees | 24 years old | Mumbai +7 more,"Salary & Benefits, Company Culture, Work Life Balance"
9138,Jolly Containers,4.1,73,457,2,Petrochemicals | 51-200 Employees | 56 years old | Mumbai +10 more,"Skill Development / Learning, Job Security, Work Satisfaction"
9139,Mindbody,3.4,73,554,32,IT Services & Consulting | 201-500 Employees | 22 years old | San Luis Obispo,Work Life Balance
9140,YLG Salon & Spa,3.5,73,382,--,Beauty & Personal Care | 51-200 Employees | 14 years old | Bangalore +4 more,Promotions / Appraisal
9141,Damati Plastics,4.3,73,182,8,Petrochemicals | 11-50 Employees | 20 years old | Mumbai Suburban +5 more,"Skill Development / Learning, Work Satisfaction, Salary & Benefits"
9142,Broadcast Engineering Consultants India,3.4,73,528,--,Government | 201-500 Employees | Central | New Delhi +13 more,"Promotions / Appraisal, Job Security, Salary & Benefits"
9143,Chemspec Chemicals,3.3,73,608,1,Chemicals | 51-200 Employees | 45 years old | Mumbai +3 more,"Company Culture, Job Security, Promotions / Appraisal"
9144,utkarsh micro finance,3.4,73,6,--,14 years old | Varanasi +22 more,
9145,S K Samanta & Co,3.4,73,366,--,Engineering & Construction | 51-200 Employees | 41 years old | Kolkata +6 more,Job Security
9146,Aaa Capital Services,3.2,73,736,2,Financial Services | 51-200 Employees | 28 years old | New Delhi +17 more,"Promotions / Appraisal, Company Culture, Job Security"
9147,KW Group,3.8,73,433,3,Non-Profit | 201-500 Employees | 13 years old | Petaling Jaya +3 more,
9148,Kun Hyundai,4.1,73,460,--,Automobile | 51-200 Employees | 25 years old | Chennai +9 more,"Skill Development / Learning, Job Security, Salary & Benefits"
9149,Valeo Lightning Systems India,3.9,73,438,--,201-500 Employees | Chennai +5 more,"Job Security, Skill Development / Learning, Work Life Balance"
9150,Nestor Pharmaceuticals,3.2,73,391,--,Pharma | 51-200 Employees | Public | 106 years old | New Delhi +7 more,Job Security
9151,Cardinal Health,3.4,73,648,--,Healthcare | 1k-5k Employees | Forbes Global 2000 | 29 years old | Dublin +7 more,Promotions / Appraisal
9152,Pigeon India,4.0,73,386,--,Consumer Electronics & Appliances | 51-200 Employees | 66 years old | Tokyo +12 more,"Work Life Balance, Work Satisfaction, Job Security"
9153,Ranjit Buildcon,4.3,73,371,--,Engineering & Construction | 17 years old | Ahmedabad +11 more,"Skill Development / Learning, Work Life Balance, Company Culture"
9154,Karuna Greentech,2.4,73,160,--,Electrical Equipment | 201-500 Employees | 8 years old | Kolkata +15 more,"Job Security, Promotions / Appraisal, Work Life Balance"
9155,Ejadah asset Management group,3.9,73,245,--,Real Estate | 1k-5k Employees | 18 years old | Dubai +7 more,"Job Security, Skill Development / Learning, Work Life Balance"
9156,Vhb Medi Sciences,3.6,73,401,--,Pharma | 1k-5k Employees | 77 years old | Mumbai +3 more,
9157,Kärcher Cleaning Systems,3.6,73,379,--,201-500 Employees | 88 years old | Winnenden +19 more,
9158,Pasa Resources,3.8,73,322,--,Agro Chemicals | 51-200 Employees | Ranchi +7 more,
9159,Roseate Hotels & Resorts,3.4,73,389,--,Hospitality | 201-500 Employees | 14 years old | New Delhi +3 more,
9160,SSM InfoTech Solutions,3.4,73,537,4,IT Services & Consulting | 51-200 Employees | 22 years old | Surat +6 more,"Salary & Benefits, Company Culture, Work Life Balance"
9161,Bigtree Entertainment,4.2,73,641,1,Internet | 201-500 Employees | 24 years old | Mumbai +7 more,"Salary & Benefits, Company Culture, Work Life Balance"
9162,Supreme Petrochem,3.8,73,583,--,Chemicals | 201-500 Employees | Public | 30 years old | Mumbai +5 more,"Job Security, Skill Development / Learning"
9163,Smile Electronics,2.9,73,592,--,Electronics Manufacturing | 201-500 Employees | Public | 25 years old | Bangalore/Bengaluru +2 more,"Salary & Benefits, Company Culture, Promotions / Appraisal"
9164,The Flights Guru Infotech,4.5,73,136,1,Travel & Tourism | 51-200 Employees | 13 years old | New Delhi +2 more,"Salary & Benefits, Skill Development / Learning, Work Life Balance"
9165,Experion Developers,4.5,73,434,18,Real Estate | 51-200 Employees | 17 years old | Gurgaon +4 more,"Company Culture, Work Life Balance, Salary & Benefits"
9166,Hindustan Shipyard,4.1,73,335,--,Ports & Shipping | 1k-5k Employees | Public | 82 years old | Visakhapatnam +5 more,"Work Life Balance, Job Security"
9167,GD Goenka International School,3.6,73,294,--,Surat +8 more,"Job Security, Work Life Balance"
9168,Omnex,4.2,73,611,18,Management Consulting | 201-500 Employees | 27 years old | Ann Arbor +7 more,"Skill Development / Learning, Work Satisfaction, Work Life Balance"
9169,Snap-on Business Solutions,3.9,73,531,8,IT Services & Consulting | 201-500 Employees | 27 years old | Richfield +5 more,"Work Life Balance, Job Security"
9170,Systematix Infotech,3.7,73,544,3,IT Services & Consulting | 201-500 Employees | 18 years old | Indore +2 more,"Job Security, Skill Development / Learning"
9171,Hitachi Solutions,4.1,73,971,88,IT Services & Consulting | 501-1k Employees | 10 years old | Chiyoda City +7 more,"Job Security, Work Life Balance, Company Culture"
9172,Cades Studec Technologies,3.7,73,422,--,IT Services & Consulting | 51-200 Employees | 17 years old | Bengaluru +1 more,"Work Life Balance, Job Security, Company Culture"
9173,Redco International Wll,3.8,73,209,--,Engineering & Construction | 5k-10k Employees (Global) | 41 years old | Doha +4 more,"Promotions / Appraisal, Company Culture, Job Security"
9174,Crest Premedia Solutions,3.8,73,279,--,Printing & Publishing | 1k-5k Employees | 17 years old | Pune +2 more,Company Culture
9175,Iprogrammer Solutions,4.5,73,412,3,IT Services & Consulting | 51-200 Employees | 16 years old | Missoula +1 more,"Work Satisfaction, Skill Development / Learning, Company Culture"
9176,Hester Biosciences,4.0,73,446,1,Biotechnology | 201-500 Employees | Public | 40 years old | Ahmedabad +9 more,"Work Life Balance, Company Culture, Job Security"
9177,Seneca Global IT Services,4.1,73,774,3,IT Services & Consulting | 201-500 Employees | 16 years old | Oak Brook,"Work Life Balance, Skill Development / Learning, Work Satisfaction"
9178,H'Reck Engineers,4.1,73,359,--,Engineering & Construction | 1k-5k Employees | 44 years old | Mumbai +5 more,"Skill Development / Learning, Work Satisfaction, Work Life Balance"
9179,S K Samanta & Co,3.4,73,366,--,Engineering & Construction | 51-200 Employees | 41 years old | Kolkata +6 more,Job Security
9180,Vertexplus Technologies,2.3,73,535,2,IT Services & Consulting | 51-200 Employees | 13 years old | Jaipur +4 more,"Promotions / Appraisal, Salary & Benefits, Job Security"
9181,Easy Home Finance,4.4,73,289,26,FinTech | 201-500 Employees | Public | 5 years old | Mumbai +21 more,"Company Culture, Skill Development / Learning, Work Life Balance"
9182,Infotree Global Solutions,4.4,73,249,74,New Delhi +6 more,"Work Life Balance, Work Satisfaction, Company Culture"
9183,Profectus Capital,4.0,73,486,19,Financial Services | 51-200 Employees | 6 years old | Mumbai +21 more,"Skill Development / Learning, Salary & Benefits, Company Culture"
9184,Jungleworks,3.5,73,408,35,Software Product | 201-500 Employees | 6 years old | Seattle +3 more,
9185,TP Southern Odisha Distribution,3.6,73,308,--,1k-5k Employees | Berhampur +12 more,Job Security
9186,Learnbay,4.2,73,201,1,Bengaluru/Bangalore +1 more,"Work Life Balance, Salary & Benefits, Company Culture"
9187,Aditya Birla Insurance Brokers,4.2,73,527,2,Insurance | 201-500 Employees | Public | 20 years old | Veraval +17 more,"Job Security, Work Life Balance, Company Culture"
9188,Great Champ Technology Limited,3.4,73,437,2,EdTech | 501-1k Employees | 13 years old | Noida +2 more,
9189,Ceipal,3.5,73,579,13,Software Product | 201-500 Employees | Hyderabad/Secunderabad +6 more,
9190,Maruti Suzuki Arena KTL,4.1,73,538,--,11-50 Employees | Lucknow +40 more,"Work Life Balance, Skill Development / Learning, Work Satisfaction"
9191,Supr Infotech Solutions,4.3,73,524,--,Logistics | 501-1k Employees | Bangalore +13 more,"Skill Development / Learning, Salary & Benefits"
9192,BlueBinaries Engineering and Solutions,3.6,73,630,9,Software Product | 501-1k Employees | Startup | 6 years old | Chennai +4 more,
9193,Mining Engineering Services,3.9,73,369,--,Import & Export | Vadodara +4 more,
9194,Dyninno,3.7,73,301,12,IT Services & Consulting | 501-1k Employees | 4 years old | Gurgaon/Gurugram +2 more,"Salary & Benefits, Company Culture"
9195,Nordex India,3.7,73,740,--,Internet | 51-200 Employees | 38 years old | Hamburg +10 more,Work Life Balance
9196,LatentBridge,4.5,73,65,34,IT Services & Consulting | 51-200 Employees | 5 years old | London +5 more,"Company Culture, Skill Development / Learning, Work Life Balance"
9197,ACCE GLOBAL SOFTWARE,3.5,73,124,4,Software Product | 201-500 Employees | Kolkata +6 more,
9198,Academor,3.7,73,49,--,Education & Training | 51-200 Employees | 1 years old | Bengaluru/Bangalore +1 more,
9199,Salaryfy,5.0,73,2,--,Recruitment | 11-50 Employees | Gurgaon/Gurugram,"Salary & Benefits, Company Culture, Job Security"
9200,Tbs India Telematic Biomedical Services,4.2,73,432,4,Healthcare | 51-200 Employees | 23 years old | Bangalore/Bengaluru +16 more,"Work Satisfaction, Skill Development / Learning, Work Life Balance"
9201,GlowTouch Technologies,3.3,72,449,35,BPO | 1k-5k Employees | 21 years old | Louisville +4 more,"Promotions / Appraisal, Salary & Benefits"
9202,The Energy and Resources Institute,3.4,72,520,--,Analytics & KPO | 1k-5k Employees | 49 years old | New Delhi +8 more,Work Life Balance
9203,Zenith Software,4.1,72,585,3,IT Services & Consulting | 201-500 Employees | 27 years old | Banglore +11 more,"Skill Development / Learning, Work Life Balance"
9204,Infosearch BPO Services,3.1,72,424,7,BPO | 201-500 Employees | 18 years old | Chennai +1 more,"Promotions / Appraisal, Salary & Benefits"
9205,Realistic Realtors,3.7,72,428,13,Real Estate | 201-500 Employees | 25 years old | Gurgaon +11 more,"Work Life Balance, Salary & Benefits"
9206,MicroGenesis Techsoft,3.7,72,661,14,IT Services & Consulting | 51-200 Employees | 23 years old | Bengaluru +3 more,
9207,United Biscuits,4.5,72,296,--,Food Processing | 501-1k Employees | 75 years old | Hayes +19 more,"Work Life Balance, Skill Development / Learning, Company Culture"
9208,IMImobile,3.9,72,1.1k,1,IT Services & Consulting | 501-1k Employees | 23 years old | London +3 more,"Job Security, Salary & Benefits, Skill Development / Learning"
9209,Contata Solutions,3.9,72,681,25,IT Services & Consulting | 51-200 Employees | 23 years old | Minneapolis +2 more,"Job Security, Work Life Balance, Company Culture"
9210,Techtree It Systems,2.7,72,606,11,IT Services & Consulting | 51-200 Employees | 17 years old | Noida +5 more,"Salary & Benefits, Promotions / Appraisal, Job Security"
9211,NTT DATA FA Insurance Systems,3.8,72,571,--,Software Product | 201-500 Employees | 42 years old | Singapore +6 more,
9212,ETP International,3.5,72,514,--,Power | 51-200 Employees | 35 years old | Singapore +3 more,
9213,HR+,4.0,72,423,226,Recruitment | 1-10 Employees (Global) | 17 years old | Ashford +23 more,"Skill Development / Learning, Work Life Balance, Work Satisfaction"
9214,Power2sme,4.3,72,698,7,Industrial Automation | 51-200 Employees | Startup | 11 years old | Gurgaon +8 more,"Work Life Balance, Salary & Benefits, Company Culture"
9215,iPlace,3.7,72,540,--,201-500 Employees | 17 years old | pune,"Salary & Benefits, Promotions / Appraisal, Skill Development / Learning"
9216,Pokarna,3.9,72,431,--,Building Material | 201-500 Employees | Public | 22 years old | Hyderabad/Secunderabad +3 more,"Job Security, Skill Development / Learning, Work Life Balance"
9217,Apex Auto,3.9,72,406,--,Industrial Machinery | 201-500 Employees | Public | 29 years old | Jamshedpur +12 more,
9218,Naiknavare Developers,3.5,72,469,11,Real Estate | 201-500 Employees | 37 years old | Pune +2 more,
9219,VaaaN Infra,3.7,72,399,--,Urban Transport | 51-200 Employees | 12 years old | Faridabad +10 more,Job Security
9220,Advance Auto Parts,4.1,72,694,--,Auto Components | 201-500 Employees | Forbes Global 2000 | 91 years old | Roanoke +1 more,"Salary & Benefits, Company Culture, Work Life Balance"
9221,Renu Electronics,3.7,72,479,6,Industrial Automation | 51-200 Employees | 32 years old | Pune +3 more,
9222,St Stephens Hospital,4.1,72,322,--,Healthcare | 1k-5k Employees | 138 years old | New Delhi +2 more,"Work Life Balance, Job Security, Work Satisfaction"
9223,Hetro Pharma,4.0,72,488,--,1k-5k Employees | 30 years old | Hyderabad/Secunderabad +5 more,"Job Security, Work Life Balance, Skill Development / Learning"
9224,B.P. Poddar Hospital & Medical Research,3.1,72,306,--,Healthcare | 201-500 Employees | Public | 19 years old | Kolkata +1 more,"Job Security, Company Culture, Promotions / Appraisal"
9225,AIT Global,4.1,72,642,4,IT Services & Consulting | 51-200 Employees | 20 years old | Pune +3 more,"Work Life Balance, Company Culture, Skill Development / Learning"
9226,Mahabal Group of Industries,3.4,72,439,--,Auto Components | 51-200 Employees | 58 years old | Sangli +4 more,
9227,Cello,3.9,72,441,2,10k-50k Employees | 56 years old | Mumbai +16 more,"Job Security, Work Satisfaction"
9228,Layam Management Solutions,3.4,72,324,1,Recruitment | 11-50 Employees (Global) | 16 years old | Chennai +18 more,Promotions / Appraisal
9229,AJ Hospital and Research Centre,3.6,72,326,10,Healthcare | 501-1k Employees (Global) | 22 years old | Mangalore +2 more,
9230,Indivillage Tech Solutions,3.7,72,365,--,IT Services & Consulting | 51-200 Employees | 14 years old | Bangalore +6 more,Promotions / Appraisal
9231,Freudenberg Gala Household Product,4.1,72,331,--,Consumer Electronics & Appliances | 51-200 Employees | 14 years old | Mumbai +12 more,"Skill Development / Learning, Job Security, Company Culture"
9232,Pacifica Companies,4.1,72,397,5,Real Estate | 201-500 Employees | 45 years old | Ahmedabad +6 more,"Company Culture, Work Life Balance, Skill Development / Learning"
9233,Worldwide Oilfield Machine,4.2,72,521,--,Oil & Gas | 51-200 Employees | 43 years old | Houston +2 more,Job Security
9234,Tynor Orthotics,3.7,72,406,--,Fitness & Wellness | 1k-5k Employees | 30 years old | Mohali +6 more,Company Culture
9235,CNK & Associates,4.0,72,414,--,Accounting & Auditing | 51-200 Employees (Global) | 21 years old | Mumbai +9 more,"Company Culture, Work Life Balance, Job Security"
9236,CISB,3.8,72,387,--,Law Enforcement & Security | 1k-5k Employees | 19 years old | Mumbai +25 more,Work Life Balance
9237,Tvs Brakes India Pvt Ltd Sholinghur,4.1,72,285,--,Auto Components | 10k-50k Employees | Ranipet +12 more,"Job Security, Company Culture, Skill Development / Learning"
9238,Shri Ram Murti Smarak Institute of Medical Sciences,4.2,72,223,42,Education & Training | 501-1k Employees (Global) | 33 years old | Bareilly +4 more,"Skill Development / Learning, Company Culture, Work Life Balance"
9239,24seven,4.5,72,388,--,Retail | 51-200 Employees | New Delhi +13 more,"Skill Development / Learning, Salary & Benefits, Work Life Balance"
9240,Ori-Plast,3.5,72,323,--,Petrochemicals | 201-500 Employees | 58 years old | Kolkata +12 more,Job Security
9241,Fourth Dimension Technologies,3.7,72,647,9,IT Services & Consulting | 51-200 Employees | 34 years old | Chennai +11 more,
9242,Surat Goods Transport,4.3,72,333,--,Logistics | 1k-5k Employees | 60 years old | Mumbai +26 more,"Work Satisfaction, Work Life Balance, Company Culture"
9243,AJ Hospital and Research Centre,3.6,72,326,10,Healthcare | 501-1k Employees (Global) | 22 years old | Mangalore +2 more,
9244,City Hospital,3.9,72,454,--,Healthcare | 501-1k Employees (Global) | Bengaluru +21 more,"Work Life Balance, Work Satisfaction, Skill Development / Learning"
9245,Hetro Pharma,4.0,72,488,--,1k-5k Employees | 30 years old | Hyderabad/Secunderabad +5 more,"Job Security, Work Life Balance, Skill Development / Learning"
9246,Layam Management Solutions,3.4,72,324,1,Recruitment | 11-50 Employees (Global) | 16 years old | Chennai +18 more,Promotions / Appraisal
9247,MicroGenesis Techsoft,3.7,72,661,14,IT Services & Consulting | 51-200 Employees | 23 years old | Bengaluru +3 more,
9248,HR+,4.0,72,423,226,Recruitment | 1-10 Employees (Global) | 17 years old | Ashford +23 more,"Skill Development / Learning, Work Life Balance, Work Satisfaction"
9249,Infosearch BPO Services,3.1,72,424,7,BPO | 201-500 Employees | 18 years old | Chennai +1 more,"Promotions / Appraisal, Salary & Benefits"
9250,Realistic Realtors,3.7,72,428,13,Real Estate | 201-500 Employees | 25 years old | Gurgaon +11 more,"Work Life Balance, Salary & Benefits"
9251,United Biscuits,4.5,72,296,--,Food Processing | 501-1k Employees | 75 years old | Hayes +19 more,"Work Life Balance, Skill Development / Learning, Company Culture"
9252,IMImobile,3.9,72,1.1k,1,IT Services & Consulting | 501-1k Employees | 23 years old | London +3 more,"Job Security, Salary & Benefits, Skill Development / Learning"
9253,Contata Solutions,3.9,72,681,25,IT Services & Consulting | 51-200 Employees | 23 years old | Minneapolis +2 more,"Job Security, Work Life Balance, Company Culture"
9254,Techtree It Systems,2.7,72,606,11,IT Services & Consulting | 51-200 Employees | 17 years old | Noida +5 more,"Salary & Benefits, Promotions / Appraisal, Job Security"
9255,NTT DATA FA Insurance Systems,3.8,72,571,--,Software Product | 201-500 Employees | 42 years old | Singapore +6 more,
9256,ETP International,3.5,72,514,--,Power | 51-200 Employees | 35 years old | Singapore +3 more,
9257,GlowTouch Technologies,3.3,72,449,35,BPO | 1k-5k Employees | 21 years old | Louisville +4 more,"Promotions / Appraisal, Salary & Benefits"
9258,The Energy and Resources Institute,3.4,72,520,--,Analytics & KPO | 1k-5k Employees | 49 years old | New Delhi +8 more,Work Life Balance
9259,Zenith Software,4.1,72,585,3,IT Services & Consulting | 201-500 Employees | 27 years old | Banglore +11 more,"Skill Development / Learning, Work Life Balance"
9260,Power2sme,4.3,72,698,7,Industrial Automation | 51-200 Employees | Startup | 11 years old | Gurgaon +8 more,"Work Life Balance, Salary & Benefits, Company Culture"
9261,iPlace,3.7,72,540,--,201-500 Employees | 17 years old | pune,"Salary & Benefits, Promotions / Appraisal, Skill Development / Learning"
9262,Infoplus Technologies,3.5,72,487,1,IT Services & Consulting | 201-500 Employees | 23 years old | Borehamwood +4 more,
9263,Shiv Nadar University,4.2,72,522,6,Education & Training | 501-1k Employees | 12 years old | Noida +9 more,"Work Life Balance, Job Security, Company Culture"
9264,Advance Auto Parts,4.1,72,694,--,Auto Components | 201-500 Employees | Forbes Global 2000 | 91 years old | Roanoke +1 more,"Salary & Benefits, Company Culture, Work Life Balance"
9265,Fitness First,4.7,72,297,--,Fitness & Wellness | 501-1k Employees | 15 years old | Gurgaon/Gurugram +9 more,"Skill Development / Learning, Company Culture, Work Life Balance"
9266,Brennan IT,3.9,72,385,5,IT Services & Consulting | 201-500 Employees | 26 years old | Mumbai +2 more,"Work Life Balance, Skill Development / Learning, Company Culture"
9267,SSPL,3.9,72,655,4,Industrial Automation | 11-50 Employees (Global) | 20 years old | Hyderabad +19 more,"Salary & Benefits, Company Culture, Promotions / Appraisal"
9268,WHSmith,4.3,72,279,--,Retail | 201-500 Employees | 231 years old | Swindon +15 more,"Company Culture, Job Security, Work Satisfaction"
9269,Pokarna,3.9,72,431,--,Building Material | 201-500 Employees | Public | 22 years old | Hyderabad/Secunderabad +3 more,"Job Security, Skill Development / Learning, Work Life Balance"
9270,Unique Enterprises,3.2,72,581,5,Internet | 11-50 Employees | 25 years old | New Delhi +19 more,Promotions / Appraisal
9271,Apex Auto,3.9,72,406,--,Industrial Machinery | 201-500 Employees | Public | 29 years old | Jamshedpur +12 more,
9272,Naiknavare Developers,3.5,72,469,11,Real Estate | 201-500 Employees | 37 years old | Pune +2 more,
9273,VaaaN Infra,3.7,72,399,--,Urban Transport | 51-200 Employees | 12 years old | Faridabad +10 more,Job Security
9274,Mcnally Sayaji Engineering,3.6,72,509,--,Industrial Machinery | 201-500 Employees | Public | 62 years old | Kolkata +7 more,"Promotions / Appraisal, Salary & Benefits"
9275,Pravin Masalewale,4.2,72,343,--,Food Processing | 501-1k Employees | 61 years old | Pune +16 more,"Company Culture, Work Life Balance, Skill Development / Learning"
9276,St Stephens Hospital,4.1,72,322,--,Healthcare | 1k-5k Employees | 138 years old | New Delhi +2 more,"Work Life Balance, Job Security, Work Satisfaction"
9277,Renu Electronics,3.7,72,479,6,Industrial Automation | 51-200 Employees | 32 years old | Pune +3 more,
9278,Consultancy Services,4.0,72,1.8k,1,Recruitment | 11-50 Employees | 13 years old | Rajkot +25 more,"Work Life Balance, Company Culture, Work Satisfaction"
9279,Ecocat India,4.4,72,541,--,Auto Components | 51-200 Employees | 32 years old | Faridabad,"Work Life Balance, Company Culture, Work Satisfaction"
9280,ASC Infratech,3.9,72,327,1,51-200 Employees | 13 years old | Noida +12 more,"Skill Development / Learning, Job Security"
9281,Amit Metaliks,3.5,72,354,--,Iron & Steel | 201-500 Employees | 19 years old | Kolkata +5 more,
9282,Anchor Offshore Services,3.3,72,380,--,Engineering & Construction | 201-500 Employees | 40 years old | Mumbai +8 more,"Promotions / Appraisal, Salary & Benefits"
9283,LGB Forge,3.0,72,521,--,Industrial Machinery | 51-200 Employees | Public | 17 years old | Coimbatore +6 more,"Promotions / Appraisal, Salary & Benefits, Work Satisfaction"
9284,Sterling Auxiliaries,3.2,72,523,13,Chemicals | 51-200 Employees | 39 years old | Mumbai +4 more,"Salary & Benefits, Promotions / Appraisal"
9285,Ori-Plast,3.5,72,323,--,Petrochemicals | 201-500 Employees | 58 years old | Kolkata +12 more,Job Security
9286,Essel Finance,4.1,72,388,--,Financial Services | 501-1k Employees | 11 years old | Mumbai +19 more,"Work Satisfaction, Salary & Benefits, Company Culture"
9287,Cubic Transportation Systems,3.8,72,586,46,IT Services & Consulting | 51-200 Employees | 29 years old | San Diego,
9288,Pathways World School,4.7,72,280,1,Education & Training | 201-500 Employees (Global) | 20 years old | Gurgaon/Gurugram +3 more,"Job Security, Skill Development / Learning, Work Satisfaction"
9289,Infoplus Technologies,3.5,72,487,1,IT Services & Consulting | 201-500 Employees | 23 years old | Borehamwood +4 more,
9290,Shiv Nadar University,4.2,72,522,6,Education & Training | 501-1k Employees | 12 years old | Noida +9 more,"Work Life Balance, Job Security, Company Culture"
9291,SSPL,3.9,72,655,4,Industrial Automation | 11-50 Employees (Global) | 20 years old | Hyderabad +19 more,"Salary & Benefits, Company Culture, Promotions / Appraisal"
9292,WHSmith,4.3,72,279,--,Retail | 201-500 Employees | 231 years old | Swindon +15 more,"Company Culture, Job Security, Work Satisfaction"
9293,Unique Enterprises,3.2,72,581,5,Internet | 11-50 Employees | 25 years old | New Delhi +19 more,Promotions / Appraisal
9294,Volansys Technologies,3.6,72,798,27,IT Services & Consulting | 201-500 Employees | 15 years old | Santa Clara +1 more,
9295,Ghantoot Gulf Contracting,4.1,72,214,--,Abu Dhabi +3 more,"Work Satisfaction, Skill Development / Learning, Work Life Balance"
9296,Sharayu Hyundai,4.9,72,97,--,10k-50k Employees | 36 years old | Mumbai +4 more,"Company Culture, Work Life Balance, Skill Development / Learning"
9297,Doctors for you,3.9,72,343,3,Non-Profit | 501-1k Employees | 16 years old | bombay +24 more,"Work Life Balance, Skill Development / Learning, Company Culture"
9298,KLM Laboratories,3.9,72,406,--,51-200 Employees | Vadodara +15 more,Job Security
9299,Simplify Healthcare,3.2,72,873,36,Software Product | 501-1k Employees | 15 years old | Chicago +3 more,"Skill Development / Learning, Work Life Balance"
9300,Birdeye,3.7,72,583,3,Marketing & Advertising | 201-500 Employees | 11 years old | Palo Alto +1 more,Salary & Benefits
9301,Brilyant IT Solutions,3.7,72,226,4,IT Services & Consulting | 51-200 Employees | 9 years old | Bangalore/Bengaluru +6 more,Work Life Balance
9302,IVY SOFTWARE DEVELOPMENT SERVICES,4.1,72,415,4,Software Product | 1k-5k Employees | 22 years old | Hyderabad/Secunderabad +1 more,"Work Life Balance, Job Security, Company Culture"
9303,Brennan IT,3.9,72,385,5,IT Services & Consulting | 201-500 Employees | 26 years old | Mumbai +2 more,"Work Life Balance, Skill Development / Learning, Company Culture"
9304,Mcnally Sayaji Engineering,3.6,72,509,--,Industrial Machinery | 201-500 Employees | Public | 62 years old | Kolkata +7 more,"Promotions / Appraisal, Salary & Benefits"
9305,Pravin Masalewale,4.2,72,343,--,Food Processing | 501-1k Employees | 61 years old | Pune +16 more,"Company Culture, Work Life Balance, Skill Development / Learning"
9306,Norwin Technologies,3.9,72,641,18,IT Services & Consulting | 201-500 Employees | 23 years old | Danvers +4 more,Work Life Balance
9307,Exilant Technologies,3.9,72,481,--,IT Services & Consulting | 501-1k Employees | 19 years old | Bangalore/Bengaluru +3 more,Skill Development / Learning
9308,Rucha Group Of Industries,2.9,72,580,--,Industrial Machinery | 1k-5k Employees | Public | 29 years old | Aurangabad +5 more,"Work Life Balance, Company Culture, Promotions / Appraisal"
9309,Brindavan Bottlers,3.9,72,350,--,Beverage | 51-200 Employees | 38 years old | Lucknow +5 more,"Skill Development / Learning, Work Life Balance, Work Satisfaction"
9310,Lonsen Kiri Chemical Industries,3.9,72,402,--,Chemicals | 201-500 Employees | 25 years old | Ahemdabad +3 more,"Job Security, Skill Development / Learning, Company Culture"
9311,Seinumero Nirman,3.4,72,391,1,Industrial Machinery | 201-500 Employees | 31 years old | Pune,"Promotions / Appraisal, Job Security, Work Satisfaction"
9312,Allied Jb Friction,4.4,72,355,--,51-200 Employees | 12 years old | Neemrana +1 more,"Job Security, Work Life Balance, Salary & Benefits"
9313,ALEC,4.3,72,180,--,Engineering & Construction | 10k-50k Employees | 24 years old | Dubai +9 more,"Company Culture, Skill Development / Learning, Work Life Balance"
9314,Bse Institute,3.5,72,404,4,Education & Training | 51-200 Employees | 34 years old | Mumbai +9 more,
9315,Sequretek It Solutions,3.6,72,970,3,IT Services & Consulting | 201-500 Employees | Startup | 10 years old | Mumbai +6 more,Salary & Benefits
9316,Blue Consulting,3.8,72,336,16,Accounting & Auditing | 51-200 Employees | 18 years old | Noida +4 more,"Skill Development / Learning, Company Culture"
9317,Unitech Power Transmission,3.8,72,420,5,Power | 201-500 Employees | Public | 28 years old | Gurgaon/Gurugram +14 more,
9318,Rhydburg Pharmaceuticals,3.6,72,357,5,Pharma | 51-200 Employees | Public | 36 years old | Delhi/NCR +3 more,
9319,Soroco,3.1,72,708,17,Software Product | 201-500 Employees | 14 years old | Boston +4 more,"Work Satisfaction, Promotions / Appraisal, Company Culture"
9320,Signex Technologies,4.9,72,26,--,Software Product | 11-50 Employees | Nagpur,"Company Culture, Promotions / Appraisal, Salary & Benefits"
9321,Brilyant IT Solutions,3.7,72,226,4,IT Services & Consulting | 51-200 Employees | 9 years old | Bangalore/Bengaluru +6 more,Work Life Balance
9322,IVY SOFTWARE DEVELOPMENT SERVICES,4.1,72,415,4,Software Product | 1k-5k Employees | 22 years old | Hyderabad/Secunderabad +1 more,"Work Life Balance, Job Security, Company Culture"
